scenario,variable,initial_value,final_value,total_change,max_value,min_value,volatility
Personalizado,gdp,2.5295442752922956,2.901980989050574,0.37243671375827825,2.901980989050574,2.5295442752922956,0.09897679706460549
Personalizado,inflation,203.106960722799,212.0203225056317,8.913361782832709,212.0203225056317,203.106960722799,2.9214302763193647
Personalizado,policy_rate,0.8200371574114789,1.7927216924811895,0.9726845350697106,1.7927216924811895,0.8200371574114789,0.27136255659368475
Personalizado,real_rate,-11.965319504961684,-13.058173349139603,-1.0928538441779185,-11.965319504961684,-13.058173349139603,0.28821948351402416
